AnnotationSetName	AnnotationSetVersion	AnnotationSetType	AnnotationSetFields	CreationDate	Build	AnnotationSetSize	Info
hg19_UCSC_uMassBrainHistonePeaksInfant	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,floatScore	2018/03/08 20:53:46	hg19	1292	  Number of Instances: AutoScaling ExecutionTime (msec): 323467
hg19_UCSC_tfbsConsSites	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,zScore	2018/03/08 20:55:51	hg19	5797266	  Number of Instances: AutoScaling ExecutionTime (msec): 479295
hg19_UCSC_lincRNAsCTOvary	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:00:29	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 311401
hg19_UCSC_lincRNAsCThLF_r1	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:04:31	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 314551
hg19_UCSC_lincRNAsCTSkeletalMuscle	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:02:04	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 317695
hg19_UCSC_lincRNAsCTBreast	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:56:15	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 299497
hg19_UCSC_lincRNAsCTHeart	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:57:51	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 302730
hg19_UCSC_lincRNAsCTBrain	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:55:16	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 298560
hg19_UCSC_lincRNAsCTPlacenta_R	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:00:59	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 311682
hg19_UCSC_lincRNAsCTLymphNode	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:00:03	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 315427
hg19_UCSC_lincRNAsCTTestes	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:02:21	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 303669
hg19_UCSC_lincRNAsCTKidney	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:58:45	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 329871
hg19_UCSC_lincRNAsCTForeskin_R	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:57:16	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 298884
hg19_UCSC_lincRNAsCTThyroid	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:03:31	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 314939
hg19_UCSC_lincRNAsCTWhiteBloodCell	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:04:13	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 326686
hg19_UCSC_lincRNAsCThLF_r2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:05:14	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 328191
hg19_UCSC_lincRNAsCTAdrenal	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:54:47	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 299643
hg19_UCSC_lincRNAsCTLung	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:59:58	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 341146
hg19_UCSC_lincRNAsCTColon	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:56:48	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 301531
hg19_UCSC_lincRNAsCTProstate	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:01:26	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 308496
hg19_UCSC_lincRNAsCTAdipose	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:54:15	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 297105
hg19_UCSC_lincRNAsCTLiver	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:59:09	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 322121
hg19_UCSC_lincRNAsCTTestes_R	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 18:03:01	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 315489
hg19_UCSC_lincRNAsCTBrain_R	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,rawScore,log2RawScore	2018/03/08 17:56:04	hg19	21626	  Number of Instances: AutoScaling ExecutionTime (msec): 317766
hg19_UCSC_multiz46waySummary	1.0	generic	bin,chrom,chromStart,chromEnd,src,score,leftStatus,rightStatus	2018/03/08 18:15:21	hg19	8766427	  Number of Instances: AutoScaling ExecutionTime (msec): 542833
hg19_UCSC_multiz100waySummary	1.0	generic	bin,chrom,chromStart,chromEnd,src,score,leftStatus,rightStatus	2018/03/08 18:15:42	hg19	17161359	  Number of Instances: AutoScaling ExecutionTime (msec): 656393
hg19_UCSC_evofold	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,size,secStr,conf	2018/03/08 17:01:46	hg19	47510	  Number of Instances: AutoScaling ExecutionTime (msec): 360589
hg19_UCSC_wgEncodeRegTfbsClusteredV3	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,expCount,expNums,expScores	2018/03/09 22:16:54	hg19	4380444	  Number of Instances: AutoScaling ExecutionTime (msec): 402725
hg19_UCSC_wgEncodeCshlLongRnaSeqA549CytosolPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 06:51:01	hg19	954352	  Number of Instances: AutoScaling ExecutionTime (msec): 350087
hg19_UCSC_wgEncodeCshlLongRnaSeqK562NucleusPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:07:40	hg19	478035	  Number of Instances: AutoScaling ExecutionTime (msec): 356748
hg19_UCSC_wgEncodeCshlLongRnaSeqA549NucleusPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 06:52:38	hg19	1767743	  Number of Instances: AutoScaling ExecutionTime (msec): 386822
hg19_UCSC_wgEncodeCshlLongRnaSeqA549CellPamContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 06:49:33	hg19	951222	  Number of Instances: AutoScaling ExecutionTime (msec): 382555
hg19_UCSC_wgEncodeCshlShortRnaSeqHuvecNucleusShorttotalTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:55:31	hg19	140734	  Number of Instances: AutoScaling ExecutionTime (msec): 316091
hg19_UCSC_wgEncodeRikenCageK562NucleusPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:44:59	hg19	302154	  Number of Instances: AutoScaling ExecutionTime (msec): 316689
hg19_UCSC_wgEncodeCshlShortRnaSeqA549NucleusContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:37:30	hg19	39089	  Number of Instances: AutoScaling ExecutionTime (msec): 347877
hg19_UCSC_wgEncodeRikenCageHepg2NucleolusTotalTssHmmV3	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:30:54	hg19	591275	  Number of Instances: AutoScaling ExecutionTime (msec): 342260
hg19_UCSC_wgEncodeCshlLongRnaSeqHepg2CytosolPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:28:32	hg19	596101	  Number of Instances: AutoScaling ExecutionTime (msec): 379196
hg19_UCSC_wgEncodeCshlLongRnaSeqBjCellPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 06:55:08	hg19	283622	  Number of Instances: AutoScaling ExecutionTime (msec): 325980
hg19_UCSC_wgEncodeCshlLongRnaSeqHepg2NucleusPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:29:48	hg19	821321	  Number of Instances: AutoScaling ExecutionTime (msec): 334975
hg19_UCSC_wgEncodeRikenCageMcf7CytosolPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:45:30	hg19	150434	  Number of Instances: AutoScaling ExecutionTime (msec): 257599
hg19_UCSC_wgEncodeCshlLongRnaSeqH1hescNucleusPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:15:02	hg19	1938271	  Number of Instances: AutoScaling ExecutionTime (msec): 439713
hg19_UCSC_wgEncodeRikenCageHobCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:34:27	hg19	74813	  Number of Instances: AutoScaling ExecutionTime (msec): 316501
hg19_UCSC_wgEncodeCshlLongRnaSeqK562NucleoplasmTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:06:01	hg19	736675	  Number of Instances: AutoScaling ExecutionTime (msec): 347840
hg19_UCSC_wgEncodeRikenCageHfdpcCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:31:53	hg19	14008	  Number of Instances: AutoScaling ExecutionTime (msec): 311488
hg19_UCSC_wgEncodeCshlLongRnaSeqGm12878CellPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:01:42	hg19	674083	  Number of Instances: AutoScaling ExecutionTime (msec): 361442
hg19_UCSC_wgEncodeCshlShortRnaSeqA549CellCiptapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:33:04	hg19	54089	  Number of Instances: AutoScaling ExecutionTime (msec): 319667
hg19_UCSC_wgEncodeRikenCageHmscatCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:32:52	hg19	59078	  Number of Instances: AutoScaling ExecutionTime (msec): 311009
hg19_UCSC_wgEncodeCshlLongRnaSeqK562CytosolPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:03:06	hg19	184453	  Number of Instances: AutoScaling ExecutionTime (msec): 322611
hg19_UCSC_wgEncodeRikenCageSknshraCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:54:08	hg19	83523	  Number of Instances: AutoScaling ExecutionTime (msec): 326076
hg19_UCSC_wgEncodeCshlShortRnaSeqK562ChromatinShorttotalTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:03:01	hg19	163032	  Number of Instances: AutoScaling ExecutionTime (msec): 316143
hg19_UCSC_wgEncodeRikenCageK562NucleoplasmTotalTssHmmV3	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:44:31	hg19	770763	  Number of Instances: AutoScaling ExecutionTime (msec): 349201
hg19_UCSC_wgEncodeCshlLongRnaSeqHaoecCellTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:17:43	hg19	1007270	  Number of Instances: AutoScaling ExecutionTime (msec): 422881
hg19_UCSC_wgEncodeRikenCageHchCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:25:27	hg19	46406	  Number of Instances: AutoScaling ExecutionTime (msec): 314129
hg19_UCSC_wgEncodeCshlLongRnaSeqGm12878CytosolPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:03:03	hg19	684737	  Number of Instances: AutoScaling ExecutionTime (msec): 353122
hg19_UCSC_wgEncodeCshlShortRnaSeqMcf7CellShorttotalTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:11:34	hg19	29006	  Number of Instances: AutoScaling ExecutionTime (msec): 469792
hg19_UCSC_wgEncodeCshlShortRnaSeqA549NucleusTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:37:37	hg19	42202	  Number of Instances: AutoScaling ExecutionTime (msec): 324568
hg19_UCSC_wgEncodeCshlLongRnaSeqGm12878CytosolPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:02:18	hg19	181148	  Number of Instances: AutoScaling ExecutionTime (msec): 337564
hg19_UCSC_wgEncodeCshlLongRnaSeqK562CellPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:01:25	hg19	653121	  Number of Instances: AutoScaling ExecutionTime (msec): 372684
hg19_UCSC_wgEncodeRikenCageMcf7NucleusPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:46:07	hg19	240021	  Number of Instances: AutoScaling ExecutionTime (msec): 264892
hg19_UCSC_wgEncodeRikenCageHuvecNucleusPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:37:53	hg19	463533	  Number of Instances: AutoScaling ExecutionTime (msec): 280968
hg19_UCSC_wgEncodeCshlLongRnaSeqImr90NucleusPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:00:04	hg19	1517466	  Number of Instances: AutoScaling ExecutionTime (msec): 411238
hg19_UCSC_wgEncodeCshlLongRnaSeqHelas3CytosolPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:21:47	hg19	572939	  Number of Instances: AutoScaling ExecutionTime (msec): 366763
hg19_UCSC_wgEncodeCshlShortRnaSeqMcf7CellTapContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:10:40	hg19	48047	  Number of Instances: AutoScaling ExecutionTime (msec): 385206
hg19_UCSC_wgEncodeCshlLongRnaSeqNhekNucleusPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:22:49	hg19	1172960	  Number of Instances: AutoScaling ExecutionTime (msec): 365460
hg19_UCSC_wgEncodeCshlLongRnaSeqGm12878NucleolusTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:05:10	hg19	1334952	  Number of Instances: AutoScaling ExecutionTime (msec): 417875
hg19_UCSC_wgEncodeCshlLongRnaSeqNhdfCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:16:13	hg19	2136049	  Number of Instances: AutoScaling ExecutionTime (msec): 419046
hg19_UCSC_wgEncodeRikenCageHuvecCytosolPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:36:32	hg19	267448	  Number of Instances: AutoScaling ExecutionTime (msec): 259970
hg19_UCSC_wgEncodeCshlLongRnaSeqNhekNucleusPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:23:09	hg19	830297	  Number of Instances: AutoScaling ExecutionTime (msec): 355739
hg19_UCSC_wgEncodeRikenCageCd34mobilizedCellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:18:46	hg19	102445	  Number of Instances: AutoScaling ExecutionTime (msec): 305408
hg19_UCSC_wgEncodeCshlLongRnaSeqK562ChromatinTotalJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:03:14	hg19	1049120	  Number of Instances: AutoScaling ExecutionTime (msec): 390017
hg19_UCSC_wgEncodeRikenCageCd20CellPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:18:36	hg19	120785	  Number of Instances: AutoScaling ExecutionTime (msec): 324013
hg19_UCSC_wgEncodeRikenCageHelas3CytosolPamTssHmmV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:25:25	hg19	46585	  Number of Instances: AutoScaling ExecutionTime (msec): 253693
hg19_UCSC_wgEncodeRikenCageHuvecNucleusPamTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:36:45	hg19	87222	  Number of Instances: AutoScaling ExecutionTime (msec): 242704
hg19_UCSC_wgEncodeRikenCageH1hescNucleusPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:23:39	hg19	78022	  Number of Instances: AutoScaling ExecutionTime (msec): 295507
hg19_UCSC_wgEncodeCshlShortRnaSeqMcf7NucleusContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:11:07	hg19	75739	  Number of Instances: AutoScaling ExecutionTime (msec): 321031
hg19_UCSC_wgEncodeCshlLongRnaSeqHpcplCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:43:55	hg19	1915623	  Number of Instances: AutoScaling ExecutionTime (msec): 432705
hg19_UCSC_wgEncodeCshlLongRnaSeqHepg2CytosolPamJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:26:59	hg19	209878	  Number of Instances: AutoScaling ExecutionTime (msec): 346964
hg19_UCSC_wgEncodeCshlShortRnaSeqHvmfCellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:56:25	hg19	78138	  Number of Instances: AutoScaling ExecutionTime (msec): 340164
hg19_UCSC_wgEncodeCshlLongRnaSeqHfdpcCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:31:01	hg19	1829733	  Number of Instances: AutoScaling ExecutionTime (msec): 378634
hg19_UCSC_wgEncodeCshlShortRnaSeqSknshNucleusTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:23:00	hg19	26406	  Number of Instances: AutoScaling ExecutionTime (msec): 433600
hg19_UCSC_wgEncodeCshlLongRnaSeqK562ChromatinTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:02:37	hg19	660386	  Number of Instances: AutoScaling ExecutionTime (msec): 384367
hg19_UCSC_wgEncodeCshlLongRnaSeqHaoafCellTotalContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:15:04	hg19	1110020	  Number of Instances: AutoScaling ExecutionTime (msec): 353080
hg19_UCSC_wgEncodeCshlShortRnaSeqMcf7NucleusTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 09:12:02	hg19	63256	  Number of Instances: AutoScaling ExecutionTime (msec): 345553
hg19_UCSC_wgEncodeCshlShortRnaSeqH1hescCytosolShorttotalTapContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:44:48	hg19	106720	  Number of Instances: AutoScaling ExecutionTime (msec): 363610
hg19_UCSC_wgEncodeCshlLongRnaSeqHelas3NucleusPapJunctions	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:24:07	hg19	836321	  Number of Instances: AutoScaling ExecutionTime (msec): 355354
hg19_UCSC_wgEncodeCshlShortRnaSeqHmscatCellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:52:38	hg19	46046	  Number of Instances: AutoScaling ExecutionTime (msec): 354178
hg19_UCSC_wgEncodeCshlLongRnaSeqHelas3NucleusPamContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:22:58	hg19	844585	  Number of Instances: AutoScaling ExecutionTime (msec): 376541
hg19_UCSC_wgEncodeCshlLongRnaSeqHepg2NucleusPapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:29:56	hg19	1048966	  Number of Instances: AutoScaling ExecutionTime (msec): 374077
hg19_UCSC_wgEncodeCshlLongRnaSeqHmecCellPapContigsV2	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 07:33:27	hg19	691247	  Number of Instances: AutoScaling ExecutionTime (msec): 345586
hg19_UCSC_wgEncodeCshlShortRnaSeqBjCellShorttotalTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:38:29	hg19	16146	  Number of Instances: AutoScaling ExecutionTime (msec): 316026
hg19_UCSC_wgEncodeRikenCageGm12878NucleusPapTssHmm	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 22:21:13	hg19	314531	  Number of Instances: AutoScaling ExecutionTime (msec): 271989
hg19_UCSC_wgEncodeCshlShortRnaSeqH1neuronsCellTapContigs	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,level,signif,score2	2018/03/09 08:46:31	hg19	40460	  Number of Instances: AutoScaling ExecutionTime (msec): 347154
